0,tahminler
-69342976,1
-71453184,1
-73577728,1
-75804416,1
-77888512,1
-79933952,1
-81680640,1
-83239424,1
-84515584,1
-85466624,1
-86092544,1
-86220288,1
-86261504,1
-85819904,1
-85029376,1
-84186880,1
-83103488,1
-81686016,1
-80350720,1
-79004160,1
-77587712,1
-76476160,1
-75233792,1
-74084608,1
-73145600,1
-72326400,1
-71482112,1
-70703872,1
-69836800,1
-68917504,1
-67856640,1
-66631680,1
-65383168,1
-63767040,1
-61880832,1
-59979008,1
-57668864,1
-55436288,1
-52960512,1
-50578688,1
-47936256,1
-45520896,1
-43041792,1
-40833536,1
-38723584,1
-36442112,1
-34712064,1
-33368832,1
-32176128,1
-31532288,1
-35780096,1
-34840832,1
-33336832,1
-31551232,1
-29656064,1
-27168512,1
-24801280,1
-22226688,1
-19782656,1
-17403136,1
-15262720,1
-13189120,1
-11262720,1
-9684736,1
-8478464,1
-7474176,1
-6773248,1
-6263808,1
-5928192,1
-5717248,1
-5523968,1
-5280000,1
-5037824,1
-4630272,1
-4083456,1
-3310848,1
-2213376,1
-755712,1
807424,1
2641664,1
4702720,1
6649088,1
8802048,1
10822656,1
12743424,1
14858752,1
16662784,1
18222848,1
19911168,1
21057536,1
22038272,1
22756352,1
23371008,1
23766016,1
23835648,1
23750656,1
23702272,1
23597056,1
23326976,1
23166208,1
22807040,1
22740992,1
22689280,1
22415360,1
22704640,1
22777344,1
23204864,1
23680256,1
24336128,1
25230592,1
26237440,1
27230976,1
28462336,1
29594880,1
30819072,1
31886592,1
33035008,1
33994752,1
34933760,1
35770112,1
36259840,1
37110272,1
37576960,1
37927424,1
38565888,1
39067136,1
39620864,1
58572544,1
60394752,1
61883648,1
63451904,1
64626176,1
65723136,1
66529792,1
67217152,1
67784704,1
67824640,1
67743232,1
67651328,1
67256320,1
66900992,1
66251776,1
65399296,1
64833024,1
64058112,1
63258368,1
62561792,1
62115328,1
61473024,1
61035520,1
60553216,1
60408320,1
60078336,1
60179712,1
60186368,1
60095232,1
60352000,1
60314880,1
60252416,1
60097024,1
59996416,1
59587584,1
59104512,1
58626560,1
57805568,1
56949504,1
56155648,1
55224320,1
54118912,1
52982784,1
51673856,1
50345216,1
49220608,1
48024832,1
46772736,1
45754112,1
44518656,1
43570432,1
42323968,1
41456640,1
40214016,1
39285504,1
38096384,1
36824064,1
35320064,1
33483776,1
31811328,1
29594112,1
27265792,1
24866048,1
22270464,1
19500032,1
16421888,1
13295104,1
9704704,1
6320128,1
2765312,1
-886784,1
-4652544,1
-8612096,1
-12226304,1
-15684864,1
-19078400,1
-22180608,1
-46944768,1
-47919872,1
-48535296,1
-49097984,1
-49334528,1
-49470464,1
-49277952,1
-49075456,1
-48504576,1
-47733504,1
-46815744,1
-45596416,1
-44142848,1
-42464256,1
-40698112,1
-38710272,1
-36501504,1
-34250752,1
-32005888,1
-29841920,1
-27766016,1
-25804032,1
-24055040,1
-22418176,1
-21010944,1
-20068608,1
-19029760,1
-18206208,1
-17619968,1
-17125632,1
-16709376,1
-16446208,1
-16443392,1
-16535552,1
-16578048,1
-16629248,1
-16581376,1
-16692480,1
-16679168,1
-16689664,1
-16379136,1
-15966720,1
-15633152,1
-15094272,1
-14494976,1
-13973760,1
-13108480,1
-12232704,1
-11369984,1
-10099456,1
-8972800,1
-7654400,1
-6448384,1
-5230336,1
-4234752,1
-3265024,1
-2346752,1
-1745664,1
-1044224,1
2304000,1
1950976,1
1634560,1
1173248,1
442112,1
-499712,1
-1657856,1
-2964480,1
-4410880,1
-6146304,1
-7906560,1
-10005248,1
-12389632,1
-14708992,1
-17512192,1
-20413440,1
-23515392,1
-26748416,1
-29919744,1
-33321728,1
-36423168,1
-39470080,1
-42310144,1
-44734208,1
-46936064,1
-48956928,1
-50327808,1
-51324416,1
-51841280,1
-52007936,1
-51683840,1
-50958080,1
-49942528,1
-48448256,1
-46950400,1
-45311744,1
-43540480,1
-41853440,1
-39933440,1
-38302976,1
-36822528,1
-35331584,1
-34013696,1
-32840960,1
-31825408,1
-30794752,1
-29763840,1
-28629248,1
-27353856,1
-25840128,1
-24178176,1
-22176768,1
-19799808,1
-17064960,1
-14043904,1
-10664192,1
-7258880,1
-3458048,1
365056,1
3926784,1
7270400,1
10272000,1
12845312,1
15096320,1
16852480,1
18310144,1
12270848,1
13155072,1
14674432,1
16690688,1
