Graph 0,tahminler
-71026176.0,1
-75035904.0,1
-78767104.0,1
-82761984.0,1
-86588928.0,1
-90382848.0,1
-94009600.0,1
-97566976.0,1
-101057280.0,1
-104627968.0,1
-108066560.0,1
-111412224.0,1
-114716672.0,1
-117898496.0,1
-121331712.0,1
-124273152.0,1
-127566080.0,1
-130506752.0,1
-133365760.0,1
-136350208.0,1
-155644928.0,1
-155327488.0,1
-154399488.0,1
-153188352.0,1
-151404032.0,1
-149453824.0,1
-146738432.0,1
-143816448.0,1
-140544512.0,1
-136829696.0,1
-132940032.0,1
-128556800.0,1
-124073728.0,1
-119246336.0,1
-114407168.0,1
-109090816.0,1
-103702016.0,1
-98055936.0,1
-92392704.0,1
-86383104.0,1
-80603392.0,1
-74614016.0,1
-68753408.0,1
-62809088.0,1
-56747776.0,1
-50676992.0,1
-44774400.0,1
-38927360.0,1
-33115392.0,1
-27624448.0,1
-22087168.0,1
-16687360.0,1
-11593472.0,1
-6543616.0,1
-1880832.0,1
2766336.0,1
6773504.0,1
10678528.0,1
14343168.0,1
17765120.0,1
20849152.0,1
23909632.0,1
26884352.0,1
29587968.0,1
32231424.0,1
34660096.0,1
37107456.0,1
39312640.0,1
41539328.0,1
76931840.0,1
79989504.0,1
82814720.0,1
85582080.0,1
88020992.0,1
90376704.0,1
92335360.0,1
94210048.0,1
95750912.0,1
96745472.0,1
97445632.0,1
97707776.0,1
97573376.0,1
97014016.0,1
95953920.0,1
94299648.0,1
92167168.0,1
89604352.0,1
86582528.0,1
82794752.0,1
78859264.0,1
74239744.0,1
69192448.0,1
63796224.0,1
57887488.0,1
51794688.0,1
45414912.0,1
38492416.0,1
31887872.0,1
24681472.0,1
17508608.0,1
10519296.0,1
3244544.0,1
-3831808.0,1
-11027200.0,1
-18204160.0,1
-24563712.0,1
-31040256.0,1
-37345792.0,1
-42991872.0,1
-48050688.0,1
-52772608.0,1
-56777472.0,1
-60362240.0,1
-63091456.0,1
-65224448.0,1
-66745344.0,1
-67499008.0,1
-67781632.0,1
-67281920.0,1
-66177280.0,1
-64339456.0,1
-62076416.0,1
-59290112.0,1
-56185600.0,1
-52339968.0,1
-48137984.0,1
-43730176.0,1
-39162880.0,1
-34471424.0,1
-29616640.0,1
-24781568.0,1
11532032.0,1
11250176.0,1
10641920.0,1
9988096.0,1
8947968.0,1
8065792.0,1
7064576.0,1
6049792.0,1
4962560.0,1
3938560.0,1
2877952.0,1
1909760.0,1
1335808.0,1
942848.0,1
572160.0,1
598272.0,1
935936.0,1
1539584.0,1
2408192.0,1
3454720.0,1
5119232.0,1
6957312.0,1
9214464.0,1
11799808.0,1
14409984.0,1
17553664.0,1
21070080.0,1
24580864.0,1
28488704.0,1
32500480.0,1
36673280.0,1
40899328.0,1
45287936.0,1
49648384.0,1
53925120.0,1
58402560.0,1
62438144.0,1
66376448.0,1
70340864.0,1
73923584.0,1
77059840.0,1
79819264.0,1
82253568.0,1
84051200.0,1
85319680.0,1
86034432.0,1
86150400.0,1
85430784.0,1
84262912.0,1
82508032.0,1
79973888.0,1
76728576.0,1
72790528.0,1
68591104.0,1
63739648.0,1
58109184.0,1
52277248.0,1
45813760.0,1
38969600.0,1
32019200.0,1
24804864.0,1
17096192.0,1
9522432.0,1
1618432.0,1
-6185216.0,1
-14125056.0,1
-21912064.0,1
-29326080.0,1
-36781824.0,1
-43733760.0,1
-50373632.0,1
-56429056.0,1
-62237440.0,1
-67286016.0,1
-71959296.0,1
-75907584.0,1
-79451648.0,1
-82270208.0,1
-84447488.0,1
-86158336.0,1
-60798208.0,1
-57802752.0,1
-55124480.0,1
-52516352.0,1
-49919232.0,1
-47934976.0,1
-45899520.0,1
-44333056.0,1
-42990080.0,1
-41846016.0,1
-41094912.0,1
-40529664.0,1
-40371712.0,1
-40288512.0,1
-40758528.0,1
-41107968.0,1
-41778944.0,1
-42659840.0,1
-43832320.0,1
-44655872.0,1
-45748224.0,1
-46764032.0,1
-47844096.0,1
-48704768.0,1
-49321728.0,1
-49921024.0,1
-50287872.0,1
-50307584.0,1
-50132224.0,1
-49561088.0,1
-48776960.0,1
-47639040.0,1
-46220288.0,1
-44300288.0,1
-41989120.0,1
-39409152.0,1
-36276736.0,1
-32954624.0,1
-29364224.0,1
-25298432.0,1
-21053952.0,1
-16368896.0,1
-11842816.0,1
-6988032.0,1
-2058240.0,1
3025664.0,1
7903232.0,1
12943104.0,1
17644032.0,1
22161664.0,1
26619136.0,1
30732288.0,1
34837248.0,1
38264064.0,1
41288704.0,1
44082176.0,1
24162816.0,1
19907584.0,1
15400448.0,1
10598656.0,1
5602816.0,1
474112.0,1
-4480768.0,1
-9502976.0,1
-14528000.0,1
-19637504.0,1
-24508928.0,1
-29096192.0,1
-33666816.0,1
-37781248.0,1
-41647616.0,1
-44859648.0,1
-47947520.0,1
-50638848.0,1
-53028096.0,1
-54791168.0,1
-56397568.0,1
-57607680.0,1
-58311680.0,1
-58731520.0,1
-58754048.0,1
-58442240.0,1
-57981696.0,1
-57154560.0,1
-56210944.0,1
-54862848.0,1
-53661696.0,1
-52204288.0,1
-50908416.0,1
-49273856.0,1
-47601408.0,1
-46246400.0,1
-44833536.0,1
-43541248.0,1
-42234112.0,1
-41196032.0,1
-40404736.0,1
-39908864.0,1
-39407104.0,1
-39058176.0,1
-38781696.0,1
-38672640.0,1
-38654720.0,1
-38812672.0,1
-38977280.0,1
-39039488.0,1
-39196928.0,1
-39413760.0,1
-39202304.0,1
-39155200.0,1
-38918144.0,1
1251328.0,1
6132736.0,1
11293952.0,1
16646912.0,1
22030592.0,1
27454464.0,1
33103872.0,1
38788608.0,1
44735488.0,1
50348032.0,1
55931136.0,1
61742848.0,1
67297792.0,1
72811008.0,1
78095104.0,1
83179776.0,1
88035072.0,1
92479232.0,1
96710400.0,1
100650240.0,1
104360960.0,1
107497216.0,1
110651136.0,1
113083904.0,1
115046656.0,1
116709376.0,1
117901312.0,1
118845184.0,1
119003392.0,1
118836224.0,1
118512896.0,1
117407488.0,1
116474624.0,1
114987264.0,1
113596928.0,1
111734272.0,1
110089728.0,1
108355584.0,1
106769920.0,1
105351168.0,1
103907840.0,1
102704384.0,1
102017792.0,1
101630464.0,1
102621696.0,1
104985344.0,1
109772800.0,1
117232640.0,1
127114752.0,1
138829824.0,1
150831872.0,1
161827840.0,1
277523712.0,1
283299328.0,1
289111296.0,1
291892224.0,1
289794304.0,1
282173184.0,1
270371840.0,1
256670976.0,1
243399680.0,1
231921920.0,1
222237696.0,1
212685568.0,1
201981952.0,1
188141568.0,1
170561280.0,1
150599424.0,1
129075968.0,1
109606144.0,1
92305664.0,1
78262016.0,1
66341376.0,1
55501056.0,1
44606208.0,1
33516288.0,1
21978368.0,1
11149568.0,1
2184448.0,1
-4652800.0,1
-8564480.0,1
-10124032.0,1
-9866752.0,1
-9107200.0,1
-7809024.0,1
-5793280.0,1
-2853376.0,1
1898496.0,1
7952128.0,1
15440640.0,1
24479232.0,1
33412352.0,1
42584064.0,1
51835648.0,1
60913408.0,1
70230784.0,1
79489280.0,1
88772096.0,1
97522688.0,1
105029120.0,1
110905600.0,1
114726656.0,1
116500736.0,1
116016384.0,1
113291776.0,1
108325376.0,1
101089792.0,1
90948864.0,1
78407680.0,1
-296088320.0,1
-318434304.0,1
-338401792.0,1
-356439040.0,1
-371612928.0,1
-384687872.0,1
-394634240.0,1
-401973760.0,1
-406629632.0,1
-408307456.0,1
-407572736.0,1
-404680704.0,1
-399783936.0,1
-392905984.0,1
-384779520.0,1
-375169536.0,1
-364340736.0,1
-352381696.0,1
-339940864.0,1
-326546432.0,1
-313548544.0,1
-300042240.0,1
-287457024.0,1
-275624704.0,1
-264631296.0,1
-254241792.0,1
-245052928.0,1
-236814848.0,1
-229922304.0,1
-224081664.0,1
-219968512.0,1
-217568000.0,1
-216437504.0,1
-216738048.0,1
-218265856.0,1
-221061376.0,1
-326531072.0,1
-334854912.0,1
-342457856.0,1
-349074688.0,1
-354562816.0,1
-358398208.0,1
-360628480.0,1
-361026304.0,1
-359176192.0,1
-355083520.0,1
-348589312.0,1
-339561472.0,1
-327979008.0,1
-314285056.0,1
-298417920.0,1
-280620544.0,1
-260852992.0,1
-239341824.0,1
-217105664.0,1
-193970688.0,1
-170390528.0,1
-147235328.0,1
-123467520.0,1
-101028864.0,1
-79477248.0,1
-59660288.0,1
-41190400.0,1
-24307200.0,1
-9436928.0,1
2718208.0,1
12871936.0,1
20309504.0,1
25801216.0,1
29132288.0,1
30200064.0,1
29325056.0,1
26494208.0,1
21952512.0,1
15503616.0,1
7789056.0,1
-1187840.0,1
-11849728.0,1
-23479296.0,1
-35760640.0,1
-48903424.0,1
-157355776.0,1
-153460224.0,1
-147701248.0,1
-140276736.0,1
-131126272.0,1
-120899328.0,1
-108720896.0,1
-96087040.0,1
-82813440.0,1
-68720128.0,1
-54401024.0,1
-40202240.0,1
-25719296.0,1
-12086528.0,1
1429248.0,1
13156096.0,1
23812864.0,1
33567744.0,1
42364160.0,1
49604352.0,1
55560960.0,1
60020224.0,1
63237888.0,1
64833792.0,1
65348864.0,1
63940608.0,1
61489408.0,1
57800192.0,1
52471296.0,1
46364160.0,1
39319552.0,1
31218176.0,1
22559744.0,1
13177088.0,1
3218432.0,1
-6780416.0,1
-17453824.0,1
-27815168.0,1
-37627904.0,1
-47255808.0,1
-55939072.0,1
-63590400.0,1
-70111232.0,1
-75474688.0,1
-79258368.0,1
-81523456.0,1
-82148608.0,1
-81006080.0,1
-78242560.0,1
-73669376.0,1
-67606784.0,1
-59926784.0,1
-50515456.0,1
-40221440.0,1
-28517376.0,1
-15537408.0,1
208560384.0,1
219986176.0,1
230010368.0,1
238242304.0,1
245175552.0,1
250385664.0,1
253622528.0,1
255268864.0,1
255044864.0,1
253317632.0,1
249993472.0,1
245116416.0,1
238690048.0,1
231427840.0,1
223262208.0,1
213760768.0,1
203847680.0,1
193683712.0,1
183033600.0,1
172956416.0,1
163009024.0,1
153301760.0,1
144343040.0,1
136101888.0,1
128600832.0,1
122257664.0,1
116585728.0,1
112220160.0,1
109071872.0,1
106693120.0,1
105454848.0,1
105040640.0,1
105561088.0,1
106804992.0,1
109185024.0,1
111890944.0,1
115323392.0,1
119533568.0,1
123758080.0,1
128296704.0,1
133183232.0,1
138190336.0,1
143190784.0,1
148309504.0,1
173526784.0,1
169955072.0,1
165830144.0,1
160244992.0,1
153952512.0,1
146721280.0,1
138453248.0,1
129182464.0,1
119338496.0,1
108630016.0,1
97608960.0,1
85768704.0,1
72976640.0,1
60397824.0,1
47327488.0,1
33810176.0,1
20556288.0,1
7252736.0,1
-5909504.0,1
-19108352.0,1
-31975424.0,1
-44029184.0,1
-55449600.0,1
-66212352.0,1
-75681536.0,1
-84113920.0,1
-91596288.0,1
-97284864.0,1
-101907968.0,1
-105239040.0,1
-106929664.0,1
-107553024.0,1
-107088128.0,1
-105240320.0,1
-102368256.0,1
-98847744.0,1
-94082816.0,1
-89136384.0,1
-83915776.0,1
-78367488.0,1
-72471552.0,1
-66627840.0,1
-61150208.0,1
-55888128.0,1
-50792704.0,1
-46332160.0,1
-42304256.0,1
-38824448.0,1
-35676672.0,1
-42863360.0,1
-46322944.0,1
-49923072.0,1
-53726976.0,1
-57666304.0,1
-61568768.0,1
-65412864.0,1
-69417472.0,1
-72986368.0,1
-76208384.0,1
-78990336.0,1
-81234432.0,1
-82925312.0,1
-83989504.0,1
-84278272.0,1
-83962112.0,1
-82701568.0,1
-80493824.0,1
-77316352.0,1
-73445888.0,1
-68557056.0,1
-62815744.0,1
-56427776.0,1
-49171200.0,1
-40667904.0,1
-31896832.0,1
-22557952.0,1
-12798720.0,1
-2475520.0,1
8103168.0,1
18494208.0,1
28978176.0,1
39627776.0,1
50034688.0,1
60173312.0,1
70352896.0,1
79927296.0,1
88979712.0,1
97620736.0,1
105417472.0,1
112612096.0,1
118925312.0,1
124413440.0,1
128804352.0,1
132375040.0,1
134826496.0,1
136329216.0,1
136901888.0,1
136505856.0,1
135227136.0,1
133576704.0,1
130850048.0,1
127684864.0,1
85421312.0,1
86261760.0,1
87289088.0,1
88711168.0,1
90524928.0,1
92418048.0,1
94669312.0,1
97002240.0,1
99298560.0,1
101845760.0,1
104408064.0,1
106594048.0,1
108820992.0,1
110893056.0,1
112388096.0,1
113998848.0,1
115025408.0,1
115580928.0,1
115579136.0,1
115243520.0,1
114251520.0,1
112661760.0,1
110361600.0,1
107488768.0,1
104057344.0,1
99835904.0,1
94840832.0,1
89313024.0,1
83395840.0,1
76818688.0,1
69838848.0,1
62432256.0,1
54740736.0,1
47078144.0,1
39030016.0,1
31080448.0,1
23241472.0,1
15399424.0,1
8039424.0,1
1056512.0,1
-5419008.0,1
-11732736.0,1
-17639424.0,1
-23008256.0,1
-27287040.0,1
-31196416.0,1
-34177792.0,1
-36483840.0,1
-38004736.0,1
-38847744.0,1
-39127552.0,1
-38371072.0,1
-37317888.0,1
-35348992.0,1
-33082368.0,1
-30316032.0,1
29910016.0,1
32150528.0,1
33912576.0,1
34863872.0,1
35432192.0,1
35429120.0,1
34941184.0,1
33568512.0,1
32024832.0,1
29963776.0,1
27535104.0,1
24577792.0,1
21384960.0,1
18030848.0,1
14685440.0,1
11282688.0,1
7253504.0,1
3793408.0,1
409088.0,1
-2991616.0,1
-6190848.0,1
-9264896.0,1
-11993600.0,1
-14538240.0,1
-16557568.0,1
-17996800.0,1
-19213568.0,1
-19825152.0,1
-20090112.0,1
-19950336.0,1
-19171584.0,1
-17891584.0,1
-16252672.0,1
-13994752.0,1
-11736832.0,1
-8805632.0,1
-5669632.0,1
-2473984.0,1
1175296.0,1
4378624.0,1
7588864.0,1
10894080.0,1
13661952.0,1
16384256.0,1
18805760.0,1
20533504.0,1
21827840.0,1
22752256.0,1
22973952.0,1
22935040.0,1
21990912.0,1
20501760.0,1
18543360.0,1
15959552.0,1
12942848.0,1
9463296.0,1
5676032.0,1
1666048.0,1
-2707712.0,1
-7164672.0,1
-11657984.0,1
-16211456.0,1
-20335872.0,1
-23158784.0,1
-24659712.0,1
-24067072.0,1
-21525248.0,1
-17103872.0,1
-10865920.0,1
159620608.0,1
170486272.0,1
179921152.0,1
187496192.0,1
192906752.0,1
196350720.0,1
198253056.0,1
199500032.0,1
200171520.0,1
200631808.0,1
200195840.0,1
198956544.0,1
195738624.0,1
191098624.0,1
185069824.0,1
178257920.0,1
171004928.0,1
164165376.0,1
157564416.0,1
151368704.0,1
145114880.0,1
138252032.0,1
130873344.0,1
122761984.0,1
114612224.0,1
106238976.0,1
98284544.0,1
90803200.0,1
83371776.0,1
75832832.0,1
68103680.0,1
59722752.0,1
50786048.0,1
41521408.0,1
32032512.0,1
22486528.0,1
13126144.0,1
3591168.0,1
-5971712.0,1
-16450048.0,1
-27456512.0,1
-38698752.0,1
-50572800.0,1
-62870272.0,1
-74845440.0,1
-87861248.0,1
-100772096.0,1
-114669312.0,1
-128951040.0,1
-144233984.0,1
-363985152.0,1
-374326272.0,1
-383248640.0,1
-390556672.0,1
-396210944.0,1
-400378112.0,1
-402793728.0,1
-403295488.0,1
-402453248.0,1
-399798272.0,1
-395887872.0,1
-390177024.0,1
-383913216.0,1
-376175104.0,1
-368035840.0,1
-359293952.0,1
-350183680.0,1
-340924928.0,1
-331563520.0,1
-322224128.0,1
-313076224.0,1
-304001024.0,1
-295506432.0,1
-287616768.0,1
-280257024.0,1
-274092800.0,1
-268306432.0,1
-263611904.0,1
-259834112.0,1
-256638720.0,1
-254127616.0,1
-252466944.0,1
-251102464.0,1
-250384640.0,1
-250364928.0,1
-225439744.0,1
-218508032.0,1
-209865728.0,1
-200622080.0,1
-189913344.0,1
-177963008.0,1
-165432832.0,1
-151591936.0,1
-137621248.0,1
-122672896.0,1
-107810304.0,1
-92197888.0,1
-75857408.0,1
-60010496.0,1
-44132096.0,1
-28287488.0,1
-12842240.0,1
2334464.0,1
16314112.0,1
29538560.0,1
42372352.0,1
54320640.0,1
65214464.0,1
75162880.0,1
83837440.0,1
91392512.0,1
97684480.0,1
102786816.0,1
106514432.0,1
109188864.0,1
110393344.0,1
110516736.0,1
109479168.0,1
107178496.0,1
103816704.0,1
99592704.0,1
94684416.0,1
89014272.0,1
82923776.0,1
75929344.0,1
68732160.0,1
61382144.0,1
53742592.0,1
45956096.0,1
38448128.0,1
30346752.0,1
22999040.0,1
15676160.0,1
8620800.0,1
1922048.0,1
-4463104.0,1
-10738432.0,1
-16470784.0,1
-21797376.0,1
-50422272.0,1
-51056128.0,1
-51836416.0,1
-52844800.0,1
-53975040.0,1
-55628032.0,1
-57466624.0,1
-59787520.0,1
-62386432.0,1
-65649664.0,1
-69203968.0,1
-73464832.0,1
-78002176.0,1
-83143936.0,1
-88558592.0,1
-94419456.0,1
-100421376.0,1
-106696448.0,1
-113072640.0,1
-119215360.0,1
-125536512.0,1
-131324928.0,1
-136550144.0,1
-141200384.0,1
-145392384.0,1
-148810752.0,1
-151363584.0,1
-153107712.0,1
-153907456.0,1
-153652224.0,1
-152295936.0,1
-149910784.0,1
-146389760.0,1
-141740288.0,1
-136120064.0,1
-129516544.0,1
-121495296.0,1
-112573696.0,1
-102939136.0,1
-92239104.0,1
-80768256.0,1
119280640.0,1
130881024.0,1
141839104.0,1
152006400.0,1
161815040.0,1
171001600.0,1
179257088.0,1
187237632.0,1
194411520.0,1
201155328.0,1
207150592.0,1
213034752.0,1
218080256.0,1
222837760.0,1
227534080.0,1
231743744.0,1
235746816.0,1
239526912.0,1
243078144.0,1
246509568.0,1
249822464.0,1
252854016.0,1
256022272.0,1
259143424.0,1
262031872.0,1
265009920.0,1
268142848.0,1
271108096.0,1
274052096.0,1
276984320.0,1
279878656.0,1
282619136.0,1
285245696.0,1
287849472.0,1
