Graph 0,tahminler
1461248.0,1
-3948288.0,1
-9147904.0,1
-13320960.0,1
-16723968.0,1
-19182848.0,1
-21072640.0,1
-21852160.0,1
-21961216.0,1
-21033472.0,1
-19357184.0,1
-17084160.0,1
-13726720.0,1
-9769216.0,1
-5203968.0,1
-151808.0,1
5404416.0,1
11212544.0,1
17305344.0,1
23312384.0,1
29570304.0,1
36195328.0,1
42416640.0,1
48900096.0,1
54930688.0,1
60841216.0,1
66681344.0,1
72003840.0,1
77255936.0,1
82051328.0,1
86537472.0,1
90809600.0,1
120603648.0,1
122557952.0,1
124728320.0,1
126934528.0,1
129811200.0,1
132782080.0,1
136414208.0,1
140324864.0,1
144929792.0,1
149737984.0,1
155421184.0,1
161502208.0,1
168176384.0,1
175579392.0,1
183404032.0,1
191961088.0,1
201093888.0,1
210193664.0,1
220096768.0,1
230118400.0,1
240350976.0,1
250864640.0,1
261479424.0,1
271985664.0,1
282730752.0,1
292910848.0,1
302845952.0,1
312469248.0,1
321420032.0,1
329885440.0,1
337620736.0,1
344664576.0,1
350799872.0,1
355898624.0,1
359911936.0,1
363209472.0,1
365179136.0,1
366131456.0,1
365809152.0,1
364399360.0,1
361799424.0,1
357905664.0,1
353125888.0,1
347031808.0,1
339919104.0,1
143691264.0,1
130314240.0,1
117127680.0,1
103810304.0,1
91044096.0,1
78731776.0,1
66761728.0,1
55979008.0,1
45169920.0,1
35016704.0,1
25829376.0,1
17265408.0,1
9480448.0,1
2529536.0,1
-4202752.0,1
-10054656.0,1
-15226368.0,1
-19699200.0,1
-23652864.0,1
-26803968.0,1
-29718784.0,1
-31911168.0,1
-33865728.0,1
-35381504.0,1
-36806400.0,1
-38196736.0,1
-39492864.0,1
-40869376.0,1
-42395648.0,1
-44011520.0,1
-45584640.0,1
-47848448.0,1
-50392576.0,1
-53274880.0,1
-56274944.0,1
-59772160.0,1
-63543296.0,1
-67511296.0,1
-72133120.0,1
-76773120.0,1
-81837568.0,1
-87251712.0,1
-92319232.0,1
-97814528.0,1
-103355648.0,1
-108891648.0,1
-114253056.0,1
-119657472.0,1
-124914944.0,1
-130086400.0,1
-134822656.0,1
-154397184.0,1
-152809472.0,1
-150809856.0,1
-148212992.0,1
-145455104.0,1
-142529792.0,1
-139311104.0,1
-135954432.0,1
-132324352.0,1
-128695040.0,1
-124814592.0,1
-121105408.0,1
-117460992.0,1
-113443072.0,1
-109622272.0,1
-105886976.0,1
-102279168.0,1
-98650624.0,1
-95251200.0,1
-91790080.0,1
-88443648.0,1
-85411328.0,1
-82350080.0,1
-79361792.0,1
-76490496.0,1
-73841664.0,1
-71231232.0,1
-68532992.0,1
-65873408.0,1
-63357184.0,1
-60947968.0,1
-58511104.0,1
-55770112.0,1
-53079040.0,1
-50504448.0,1
-47590912.0,1
-44752640.0,1
-41848832.0,1
-38793216.0,1
-35607808.0,1
-32025344.0,1
-28592896.0,1
-25015808.0,1
28014336.0,1
30594560.0,1
32845568.0,1
34972928.0,1
36808960.0,1
38217984.0,1
39558144.0,1
40471296.0,1
41218816.0,1
41776896.0,1
42056704.0,1
42081792.0,1
42084096.0,1
41545216.0,1
40938240.0,1
40276224.0,1
39414016.0,1
38466048.0,1
37341696.0,1
36161280.0,1
34764544.0,1
33292544.0,1
31866112.0,1
30331904.0,1
28568832.0,1
27065600.0,1
25724672.0,1
24237824.0,1
22692352.0,1
21397248.0,1
20225280.0,1
19294720.0,1
18355200.0,1
17628672.0,1
17041920.0,1
16655872.0,1
16508160.0,1
16587008.0,1
16794368.0,1
17043456.0,1
17991424.0,1
18758912.0,1
19870720.0,1
21159168.0,1
22571520.0,1
24194816.0,1
26068480.0,1
28095232.0,1
29970688.0,1
32238080.0,1
34380032.0,1
36532992.0,1
38726400.0,1
40902912.0,1
42975488.0,1
45021696.0,1
46657024.0,1
48142848.0,1
49591296.0,1
50842624.0,1
51586560.0,1
52077312.0,1
52367104.0,1
52570368.0,1
52149760.0,1
51527680.0,1
50556160.0,1
49402368.0,1
47994880.0,1
46583808.0,1
22783744.0,1
22200064.0,1
21866496.0,1
21487104.0,1
21214976.0,1
20958208.0,1
20705280.0,1
20733440.0,1
20413952.0,1
20299264.0,1
20225280.0,1
20129024.0,1
20021504.0,1
20014848.0,1
19827200.0,1
19804416.0,1
19571968.0,1
19335424.0,1
19044096.0,1
18507008.0,1
18184448.0,1
17458176.0,1
16921344.0,1
15963136.0,1
14846464.0,1
13712640.0,1
12170240.0,1
10555136.0,1
8804608.0,1
6726912.0,1
4547328.0,1
2067456.0,1
-487168.0,1
-3388928.0,1
-6518016.0,1
-9758720.0,1
-13193216.0,1
-16919040.0,1
-20552448.0,1
-24263168.0,1
-28038400.0,1
-31944192.0,1
-35690752.0,1
-39550976.0,1
-43344384.0,1
-47396352.0,1
-50931456.0,1
-54608128.0,1
-58250752.0,1
-61574912.0,1
-65089024.0,1
-68429824.0,1
-71747840.0,1
-74979328.0,1
-78069504.0,1
-81284352.0,1
-84288768.0,1
-87256832.0,1
-90249728.0,1
-93214464.0,1
-96205568.0,1
-99197696.0,1
-101807104.0,1
33653760.0,1
57071360.0,1
81937408.0,1
109808384.0,1
139500032.0,1
170706944.0,1
202447872.0,1
233502976.0,1
263624448.0,1
291908864.0,1
318713856.0,1
345383424.0,1
372928768.0,1
366638080.0,1
329773056.0,1
289595904.0,1
247942656.0,1
202796032.0,1
154571520.0,1
105606656.0,1
55584512.0,1
6118656.0,1
-41900032.0,1
-90444288.0,1
-136837632.0,1
-181463296.0,1
-224533504.0,1
-361932800.0,1
-340482816.0,1
-316850432.0,1
-291686656.0,1
-265014784.0,1
-238588416.0,1
-212055296.0,1
-186533376.0,1
-162110976.0,1
-140313600.0,1
-120871168.0,1
-104213504.0,1
-91607552.0,1
-83104000.0,1
-78949888.0,1
-79122176.0,1
-83850240.0,1
-93280768.0,1
-107051776.0,1
-125358080.0,1
-147788544.0,1
-173945856.0,1
-204265984.0,1
-236613376.0,1
-271554816.0,1
-308643328.0,1
-346492160.0,1
-386343936.0,1
-425178880.0,1
-385477632.0,1
-345234176.0,1
-302827264.0,1
-261593856.0,1
-220644864.0,1
-180225792.0,1
-141047040.0,1
-103287808.0,1
-66930176.0,1
-33205504.0,1
-1158144.0,1
26964992.0,1
51147008.0,1
72307968.0,1
90388480.0,1
105483776.0,1
117166336.0,1
125311232.0,1
130111232.0,1
131619584.0,1
130061568.0,1
125399040.0,1
117824512.0,1
107659008.0,1
95178496.0,1
80723968.0,1
64446720.0,1
46853888.0,1
28606976.0,1
9829376.0,1
-8266752.0,1
-27080448.0,1
-45636352.0,1
-62040320.0,1
-76623360.0,1
-88726016.0,1
-98441216.0,1
-105237760.0,1
-109163520.0,1
-109366784.0,1
-106097408.0,1
-99805184.0,1
-89861888.0,1
-77090304.0,1
-61253120.0,1
-42416640.0,1
-20859904.0,1
2078464.0,1
26484736.0,1
303510016.0,1
304246272.0,1
301666048.0,1
296240384.0,1
287088384.0,1
275716352.0,1
261345024.0,1
244009728.0,1
224886272.0,1
203583744.0,1
181091328.0,1
156989440.0,1
131751168.0,1
105342464.0,1
78722304.0,1
52025088.0,1
25132288.0,1
-604928.0,1
-26916608.0,1
-51692544.0,1
-75124480.0,1
-96749312.0,1
-116034560.0,1
-133165312.0,1
-147916288.0,1
-159618560.0,1
-169059328.0,1
-175430912.0,1
-178862592.0,1
-179682304.0,1
-177781504.0,1
-173297152.0,1
-166784256.0,1
-158195200.0,1
-147641344.0,1
-135534336.0,1
-122345472.0,1
-108298496.0,1
-93065984.0,1
-77414144.0,1
-62331136.0,1
-47534848.0,1
-33198592.0,1
-20404480.0,1
-20408576.0,1
-30679808.0,1
-40630272.0,1
-50249728.0,1
-59202816.0,1
-66970880.0,1
-73776384.0,1
-78720512.0,1
-82279936.0,1
-83724800.0,1
-83192064.0,1
-80691712.0,1
-75857408.0,1
-68886528.0,1
-59661824.0,1
-48524032.0,1
-35028224.0,1
-19980288.0,1
-2991616.0,1
15197184.0,1
34056192.0,1
54175232.0,1
75526400.0,1
97281536.0,1
120026368.0,1
142408192.0,1
165092864.0,1
188638464.0,1
210779904.0,1
232557312.0,1
253708800.0,1
273821952.0,1
292760576.0,1
310498048.0,1
326573824.0,1
340890368.0,1
353334016.0,1
363448320.0,1
371892480.0,1
377945600.0,1
379363840.0,1
374350848.0,1
367615744.0,1
358941440.0,1
348761344.0,1
337298944.0,1
139039488.0,1
133828864.0,1
129593856.0,1
126653696.0,1
124569344.0,1
123751936.0,1
123758848.0,1
124445440.0,1
125693952.0,1
127647488.0,1
129648640.0,1
131961088.0,1
134153984.0,1
136403968.0,1
138049024.0,1
139376640.0,1
140232192.0,1
140412928.0,1
139949056.0,1
138152192.0,1
135849472.0,1
132443392.0,1
127669248.0,1
122076928.0,1
115286528.0,1
107240192.0,1
98105600.0,1
87790080.0,1
76168448.0,1
63911424.0,1
49760768.0,1
35238912.0,1
19646976.0,1
2535680.0,1
-14841344.0,1
-33972992.0,1
-54211072.0,1
-74714112.0,1
-96160512.0,1
-118089984.0,1
-139885568.0,1
-162416640.0,1
-184368384.0,1
-206292736.0,1
-228031232.0,1
-248761088.0,1
-269449472.0,1
-372450048.0,1
-366738176.0,1
-359471872.0,1
-351123456.0,1
-341209600.0,1
-331080192.0,1
-320323072.0,1
-309037312.0,1
-297830400.0,1
-286397952.0,1
-274863360.0,1
-263856384.0,1
-252894720.0,1
-242786048.0,1
-233465088.0,1
-224739072.0,1
-216519424.0,1
-209041664.0,1
-201930496.0,1
-195698944.0,1
-189922304.0,1
-184706048.0,1
-180093184.0,1
-175768576.0,1
-171816704.0,1
-168327424.0,1
-164788224.0,1
-161611008.0,1
-158254848.0,1
-155238912.0,1
-151777024.0,1
-148089600.0,1
-144241920.0,1
-139978240.0,1
-135053056.0,1
-129566720.0,1
42904320.0,1
59565056.0,1
76923136.0,1
94725120.0,1
112417536.0,1
130630912.0,1
148050432.0,1
165236736.0,1
182259712.0,1
198417664.0,1
214093824.0,1
229159680.0,1
242605056.0,1
255296000.0,1
266598144.0,1
276325120.0,1
284664064.0,1
291202816.0,1
295860480.0,1
298985216.0,1
300117760.0,1
299513088.0,1
297030144.0,1
292684544.0,1
286526464.0,1
278802944.0,1
269270016.0,1
258405888.0,1
246129664.0,1
232802816.0,1
218254592.0,1
203239424.0,1
187598592.0,1
171628288.0,1
155420416.0,1
138800640.0,1
122432000.0,1
106810624.0,1
91389952.0,1
77246976.0,1
63865344.0,1
50963712.0,1
39928832.0,1
30282240.0,1
22248448.0,1
16173312.0,1
11794944.0,1
9499648.0,1
9229056.0,1
10913536.0,1
200277504.0,1
214643968.0,1
227719680.0,1
238953472.0,1
248593152.0,1
256184064.0,1
261189632.0,1
263708160.0,1
263651840.0,1
261068288.0,1
255992320.0,1
248476928.0,1
238443520.0,1
226212352.0,1
211789824.0,1
195553536.0,1
177552384.0,1
158522368.0,1
138177024.0,1
116817664.0,1
95519232.0,1
73750272.0,1
52261632.0,1
31809280.0,1
11807232.0,1
-6476288.0,1
-24044288.0,1
-39397376.0,1
-52436736.0,1
-62991616.0,1
-71072768.0,1
-75954432.0,1
-78164480.0,1
-77445888.0,1
-73393152.0,1
-66542592.0,1
-56585728.0,1
-44148992.0,1
-28927744.0,1
-11771904.0,1
7342080.0,1
26934784.0,1
47541504.0,1
68849920.0,1
90758400.0,1
112909056.0,1
134952192.0,1
155897088.0,1
175991808.0,1
195021312.0,1
211876352.0,1
143336192.0,1
119842304.0,1
94858240.0,1
68206336.0,1
40947456.0,1
13357568.0,1
-14608640.0,1
-43271936.0,1
-71428096.0,1
-98329088.0,1
-124332288.0,1
-148603648.0,1
-170694400.0,1
-190780928.0,1
-208653312.0,1
-223455488.0,1
-235759360.0,1
-244754176.0,1
-250925056.0,1
-254396416.0,1
-254785280.0,1
-252464896.0,1
-247419136.0,1
-240044288.0,1
-230785024.0,1
-219487232.0,1
-206827264.0,1
-192604928.0,1
-177946624.0,1
-162191360.0,1
-147028224.0,1
-132194816.0,1
-118263040.0,1
-105401088.0,1
-94147840.0,1
-84365056.0,1
-77001216.0,1
-71600384.0,1
-69008384.0,1
-68836096.0,1
-71324160.0,1
-344888064.0,1
-371567872.0,1
-396445952.0,1
-419786752.0,1
-412464384.0,1
-390812416.0,1
-367822592.0,1
-345264896.0,1
-322537728.0,1
-299510272.0,1
-277852672.0,1
-255886080.0,1
-236019968.0,1
-217044736.0,1
-200091648.0,1
-184477440.0,1
-170798080.0,1
-165494528.0,1
-172499968.0,1
-178688256.0,1
-183671808.0,1
-187845888.0,1
-190529792.0,1
-191659008.0,1
-191008000.0,1
-188510464.0,1
-183952640.0,1
-177749504.0,1
-169477120.0,1
-159094528.0,1
-146477824.0,1
-132197376.0,1
-115996160.0,1
-98470656.0,1
-79452160.0,1
-59467008.0,1
-38590720.0,1
-17019136.0,1
4920320.0,1
26516480.0,1
48829440.0,1
70432000.0,1
91416576.0,1
112730880.0,1
132444928.0,1
151530752.0,1
169613824.0,1
186358016.0,1
201685504.0,1
215309056.0,1
227718912.0,1
238476032.0,1
247596032.0,1
255081984.0,1
260453376.0,1
264046080.0,1
265924352.0,1
265915392.0,1
264387584.0,1
260966656.0,1
119827456.0,1
114294272.0,1
109632512.0,1
106466304.0,1
104850688.0,1
104419072.0,1
105466624.0,1
107694848.0,1
111296512.0,1
116272384.0,1
122297600.0,1
129384960.0,1
137475072.0,1
146391296.0,1
155995648.0,1
165532928.0,1
175866624.0,1
185923584.0,1
196086528.0,1
205887744.0,1
215046144.0,1
223890944.0,1
232100352.0,1
239282688.0,1
245534208.0,1
250646272.0,1
254699008.0,1
257334016.0,1
258921728.0,1
259202560.0,1
258269440.0,1
256049152.0,1
252681472.0,1
248129280.0,1
242585856.0,1
235761664.0,1
228407808.0,1
220222208.0,1
211395072.0,1
202103552.0,1
192531456.0,1
182825472.0,1
172712448.0,1
162729984.0,1
85263360.0,1
88442624.0,1
92720896.0,1
97353216.0,1
103149824.0,1
109271808.0,1
116397568.0,1
123548928.0,1
131243008.0,1
138651392.0,1
146561792.0,1
154162176.0,1
161047296.0,1
167948544.0,1
174021120.0,1
179269888.0,1
183517184.0,1
187040512.0,1
189354752.0,1
190403072.0,1
190319872.0,1
189011968.0,1
186326272.0,1
182300416.0,1
176689152.0,1
170008576.0,1
162217984.0,1
152951040.0,1
142627328.0,1
131387136.0,1
119589376.0,1
106737920.0,1
93518336.0,1
79752704.0,1
65256448.0,1
50569216.0,1
36067072.0,1
21284864.0,1
6178304.0,1
-8334848.0,1
-23003648.0,1
-37206784.0,1
-50834944.0,1
-63716096.0,1
-75869440.0,1
-87074816.0,1
-97520640.0,1
-106573568.0,1
-114746880.0,1
-112854784.0,1
-108339968.0,1
-103438336.0,1
-98558208.0,1
-94021632.0,1
-89718016.0,1
-85905664.0,1
-82434048.0,1
-79627008.0,1
-77666304.0,1
-76153856.0,1
-75722752.0,1
-76052224.0,1
-77191680.0,1
-79305472.0,1
-82176256.0,1
-85821696.0,1
-90276864.0,1
-95785216.0,1
-101620224.0,1
-107993088.0,1
-115031552.0,1
-122125312.0,1
-129498624.0,1
-137127168.0,1
-144377856.0,1
-151564544.0,1
-158172928.0,1
-164456704.0,1
-170058240.0,1
-174883072.0,1
-178737408.0,1
-181935360.0,1
-183890432.0,1
-184600576.0,1
-184262144.0,1
-182723072.0,1
-180032256.0,1
-176046336.0,1
-170604800.0,1
-164353536.0,1
-1571328.0,1
9056000.0,1
18368768.0,1
27167488.0,1
35211520.0,1
42420992.0,1
48795136.0,1
54193664.0,1
58533632.0,1
62171904.0,1
64554752.0,1
66092032.0,1
66731520.0,1
66302208.0,1
64942848.0,1
62721792.0,1
59716608.0,1
55733504.0,1
51294976.0,1
46289664.0,1
40765952.0,1
34761984.0,1
28510720.0,1
22093056.0,1
15423488.0,1
8792320.0,1
2326528.0,1
-3638272.0,1
-9875456.0,1
-15524864.0,1
-20643840.0,1
-24871680.0,1
-28401664.0,1
-31264000.0,1
-33439744.0,1
-34466560.0,1
-35079424.0,1
-34814720.0,1
-33586688.0,1
-31718912.0,1
-29307648.0,1
-26000384.0,1
-22258176.0,1
-18147328.0,1
-13590528.0,1
-9009920.0,1
-4369664.0,1
234496.0,1
4451328.0,1
8536576.0,1
12104704.0,1
15458560.0,1
18186496.0,1
20253440.0,1
21701376.0,1
22516480.0,1
22268416.0,1
21168896.0,1
19400192.0,1
16696576.0,1
13010176.0,1
8678912.0,1
3355136.0,1
-2613504.0,1
-9534464.0,1
-16364800.0,1
-23449344.0,1
-29794048.0,1
-35678976.0,1
5692928.0,1
17720576.0,1
31771904.0,1
46949888.0,1
63217920.0,1
80355584.0,1
97704448.0,1
115096832.0,1
132035072.0,1
149078272.0,1
166172416.0,1
182935552.0,1
199419392.0,1
215587328.0,1
230560768.0,1
244579840.0,1
257819904.0,1
269554432.0,1
280040704.0,1
289584128.0,1
297877248.0,1
305145088.0,1
311079680.0,1
315846656.0,1
319103488.0,1
320857344.0,1
321384192.0,1
320404480.0,1
318484992.0,1
315038464.0,1
310961664.0,1
305780224.0,1
299576832.0,1
292410880.0,1
284432640.0,1
275753728.0,1
266093312.0,1
256390400.0,1
246327040.0,1
236070400.0,1
225597696.0,1
215365120.0,1
204965120.0,1
194693888.0,1
184328448.0,1
174951424.0,1
165646336.0,1
65033216.0,1
57932032.0,1
50292480.0,1
41867776.0,1
32612608.0,1
22633728.0,1
11827200.0,1
21504.0,1
-12210688.0,1
-25880832.0,1
-41327104.0,1
-56944896.0,1
-73297664.0,1
-90658816.0,1
-108391168.0,1
-126811136.0,1
-145733120.0,1
-164731648.0,1
-184452352.0,1
-203943680.0,1
-223635456.0,1
-242694656.0,1
-261974784.0,1
-281327872.0,1
-300390144.0,1
-318565632.0,1
-336661248.0,1
-353730304.0,1
-370454016.0,1
-386406400.0,1
-401324288.0,1
-415579136.0,1
-393059840.0,1
-384164096.0,1
-374929920.0,1
-366176000.0,1
-357712640.0,1
-349540864.0,1
-341390080.0,1
-333864704.0,1
-326678528.0,1
-319556608.0,1
-312701696.0,1
-306241792.0,1
-299996928.0,1
-293630464.0,1
-287350528.0,1
-281048832.0,1
-274180608.0,1
-267403776.0,1
-259793152.0,1
-252085760.0,1
-243960832.0,1
-235256832.0,1
-225758976.0,1
-215862784.0,1
-204933120.0,1
-193464064.0,1
-181009664.0,1
-168266752.0,1
-154955776.0,1
-141278976.0,1
-126973952.0,1
-112029952.0,1
-96214272.0,1
-80568064.0,1
-63870208.0,1
-47615744.0,1
-30946304.0,1
188676864.0,1
198919168.0,1
208397312.0,1
216605440.0,1
223502080.0,1
229396992.0,1
233845504.0,1
237106688.0,1
239248896.0,1
239981056.0,1
239406080.0,1
237892096.0,1
234999808.0,1
230914816.0,1
226131712.0,1
220438528.0,1
214009856.0,1
206774272.0,1
198871296.0,1
190891520.0,1
182339328.0,1
173455616.0,1
164372736.0,1
155337984.0,1
146353920.0,1
137418240.0,1
128640512.0,1
120327168.0,1
112102400.0,1
104333568.0,1
96893440.0,1
89983232.0,1
83083264.0,1
76377344.0,1
70287360.0,1
64509696.0,1
58663424.0,1
53198080.0,1
47819520.0,1
42438144.0,1
37268736.0,1
32152320.0,1
27154944.0,1
21897984.0,1
16571392.0,1
11364096.0,1
5723136.0,1
-252160.0,1
-6359296.0,1
-12950528.0,1
-19441920.0,1
-26084352.0,1
-32936192.0,1
-123203840.0,1
-127605760.0,1
-131436544.0,1
-134584320.0,1
-136877568.0,1
-138323712.0,1
-138916096.0,1
-138269440.0,1
-136591104.0,1
-133219584.0,1
-128757760.0,1
-122671872.0,1
-114895104.0,1
-105832960.0,1
-95101696.0,1
-83140608.0,1
-69447680.0,1
-54003968.0,1
-37640448.0,1
-19965952.0,1
-908288.0,1
18670080.0,1
38659840.0,1
59268608.0,1
80263168.0,1
102151680.0,1
123825920.0,1
145770752.0,1
168551168.0,1
190603264.0,1
212935680.0,1
235055872.0,1
256512256.0,1
277540864.0,1
297995008.0,1
317063936.0,1
335840256.0,1
352932608.0,1
368817408.0,1
345532672.0,1
331521280.0,1
316691200.0,1
301106944.0,1
285401600.0,1
269021184.0,1
252365824.0,1
235720192.0,1
219253504.0,1
203304704.0,1
187174656.0,1
170960128.0,1
155693056.0,1
140782336.0,1
126486272.0,1
112455936.0,1
98793216.0,1
86088704.0,1
73554432.0,1
61058304.0,1
49070848.0,1
37348096.0,1
25691392.0,1
14052608.0,1
2593280.0,1
-8945664.0,1
-21331200.0,1
-33864448.0,1
-47040256.0,1
-60437760.0,1
-74536448.0,1
-89518080.0,1
-104967936.0,1
-121335552.0,1
-138338304.0,1
-156339968.0,1
-175331072.0,1
-194555136.0,1
-214810624.0,1
-236006912.0,1
-257182208.0,1
-279270656.0,1
-301171968.0,1
-323373568.0,1
-345786112.0,1
-367799296.0,1
-417263616.0,1
-392469504.0,1
-366105344.0,1
-339078400.0,1
-310794496.0,1
-282213632.0,1
-252508928.0,1
-223652096.0,1
-194776064.0,1
-165531392.0,1
-137486848.0,1
-109722624.0,1
-82396416.0,1
-56519424.0,1
-31411712.0,1
-7432448.0,1
15195648.0,1
36246528.0,1
55742208.0,1
74392064.0,1
92187392.0,1
108255488.0,1
124181504.0,1
138490112.0,1
152091392.0,1
164921344.0,1
306461696.0,1
316188416.0,1
325872128.0,1
335298304.0,1
344822016.0,1
354013184.0,1
363011840.0,1
372091648.0,1
380576256.0,1
380714752.0,1
367722752.0,1
353283328.0,1
337723392.0,1
321017856.0,1
303180288.0,1
283774720.0,1
264022272.0,1
243265024.0,1
221476096.0,1
199752960.0,1
176930048.0,1
154229760.0,1
131496704.0,1
108934400.0,1
-152000256.0,1
-161488128.0,1
-169629440.0,1
-176507392.0,1
-182486016.0,1
-187015680.0,1
-190696448.0,1
-193447936.0,1
-195316736.0,1
-196304896.0,1
-196681472.0,1
-196365312.0,1
-195321344.0,1
-193793792.0,1
-191803136.0,1
-189332736.0,1
-186799360.0,1
-183557888.0,1
-180271872.0,1
-176866816.0,1
-173161472.0,1
-169457408.0,1
-165490688.0,1
-161381888.0,1
-157161984.0,1
-152524800.0,1
-147464960.0,1
-141644288.0,1
-134902784.0,1
-126665472.0,1
-116857344.0,1
-104611072.0,1
-90605568.0,1
-73711104.0,1
-55053056.0,1
-34446080.0,1
-11993344.0,1
376645888.0,1
326005760.0,1
273874176.0,1
220610560.0,1
167373568.0,1
113650176.0,1
60145664.0,1
9099520.0,1
-40033280.0,1
-90040576.0,1
-136087040.0,1
-180398080.0,1
-218790912.0,1
-253542656.0,1
-283863296.0,1
-309902336.0,1
-331144448.0,1
-348079360.0,1
-360080384.0,1
-368047616.0,1
-371654400.0,1
-213392640.0,1
-211508736.0,1
-212931328.0,1
-217961728.0,1
-226969600.0,1
-240023296.0,1
-257190400.0,1
-278293248.0,1
-303787520.0,1
-333189120.0,1
-365386240.0,1
-400992000.0,1
-188963328.0,1
-137744128.0,1
-86910720.0,1
-40606464.0,1
2682880.0,1
41188096.0,1
76616960.0,1
109252864.0,1
138665984.0,1
164310784.0,1
186705408.0,1
205908736.0,1
221450240.0,1
234467328.0,1
244047104.0,1
250981888.0,1
255594496.0,1
257628416.0,1
257934080.0,1
256484096.0,1
253770240.0,1
249963264.0,1
245422336.0,1
240760064.0,1
235553792.0,1
230898688.0,1
226691584.0,1
223039488.0,1
220429824.0,1
218927104.0,1
218638592.0,1
219630336.0,1
222337024.0,1
226579968.0,1
232262400.0,1
239633408.0,1
248492032.0,1
258668544.0,1
270271488.0,1
282781696.0,1
296037888.0,1
310108672.0,1
324496128.0,1
339179264.0,1
353907456.0,1
367910144.0,1
345366016.0,1
325186560.0,1
302773248.0,1
278120192.0,1
251190272.0,1
222381312.0,1
191583744.0,1
160291328.0,1
127473152.0,1
93961216.0,1
60710144.0,1
26627840.0,1
-6280192.0,1
-39849984.0,1
-72592640.0,1
-103732480.0,1
-133323520.0,1
-161457920.0,1
-186978560.0,1
-211141120.0,1
-232008704.0,1
-250270208.0,1
-265878528.0,1
-278880768.0,1
-289188864.0,1
-296742144.0,1
-301865472.0,1
-304328192.0,1
-304284160.0,1
-302074880.0,1
-297874944.0,1
-291694336.0,1
-283973376.0,1
-274355712.0,1
-263769600.0,1
-251998208.0,1
-239800576.0,1
-227238400.0,1
-214333184.0,1
-201651712.0,1
-105406464.0,1
-105722112.0,1
-106064640.0,1
-106348288.0,1
-106154752.0,1
-105330944.0,1
-103706112.0,1
-100961536.0,1
-96697600.0,1
-91294208.0,1
-83920640.0,1
-74778368.0,1
-63859968.0,1
-50838016.0,1
-35584000.0,1
-18526464.0,1
1133824.0,1
21106944.0,1
42803200.0,1
66491904.0,1
90763008.0,1
116953856.0,1
143182848.0,1
170742016.0,1
199801088.0,1
228131584.0,1
256640512.0,1
286002944.0,1
313880832.0,1
341235200.0,1
367905536.0,1
175941632.0,1
152958976.0,1
130771968.0,1
110343168.0,1
91116288.0,1
73194752.0,1
56410624.0,1
41814784.0,1
28963328.0,1
17767168.0,1
8390656.0,1
793088.0,1
-5052416.0,1
-9398016.0,1
-12471552.0,1
-13942528.0,1
-14412800.0,1
-13616128.0,1
-12178688.0,1
-10011648.0,1
-7774464.0,1
-5291008.0,1
-3220480.0,1
-1326592.0,1
-423680.0,1
-88576.0,1
-972032.0,1
-3343104.0,1
-6882816.0,1
-11983872.0,1
-18531328.0,1
-26904320.0,1
-37128704.0,1
-48862464.0,1
-62131712.0,1
-77309440.0,1
-93789952.0,1
-111662336.0,1
-131160832.0,1
-151351552.0,1
-173263104.0,1
-195147008.0,1
-217476864.0,1
-239981312.0,1
-262760448.0,1
-285089536.0,1
-307464704.0,1
-328529152.0,1
-349375744.0,1
-368391936.0,1
-385569024.0,1
-401381632.0,1
-415198976.0,1
-330731776.0,1
-309330688.0,1
-286450944.0,1
-262873856.0,1
-237986816.0,1
-212596992.0,1
-186456832.0,1
-160494848.0,1
-134101760.0,1
-108980992.0,1
-84264192.0,1
-60298496.0,1
-37935872.0,1
-16513024.0,1
2810112.0,1
20253696.0,1
36663296.0,1
51064576.0,1
63931648.0,1
75201024.0,1
84869888.0,1
93122816.0,1
100069376.0,1
105484032.0,1
109511936.0,1
112516608.0,1
114461440.0,1
115520256.0,1
116089088.0,1
115836928.0,1
115284480.0,1
114577664.0,1
113623296.0,1
112814592.0,1
112228096.0,1
111869952.0,1
112070912.0,1
112949760.0,1
114302720.0,1
116446464.0,1
119530752.0,1
123757568.0,1
128509696.0,1
134114816.0,1
140779264.0,1
148200960.0,1
279900928.0,1
284147456.0,1
286769920.0,1
287861248.0,1
287252480.0,1
284813568.0,1
280455936.0,1
274477056.0,1
266508800.0,1
256754688.0,1
245190912.0,1
232256256.0,1
217390592.0,1
201395712.0,1
183514624.0,1
165065472.0,1
145663488.0,1
125728768.0,1
105038336.0,1
83861248.0,1
62151168.0,1
40972288.0,1
19893760.0,1
-864768.0,1
-21375488.0,1
-41619200.0,1
-60120320.0,1
-77241600.0,1
-92774144.0,1
-106897408.0,1
-119305472.0,1
-129902080.0,1
-138706688.0,1
-145685504.0,1
-150531072.0,1
-153702144.0,1
-154979840.0,1
-154611968.0,1
-152727552.0,1
-149348352.0,1
-144830720.0,1
-138841344.0,1
-132356352.0,1
-48159232.0,1
-49595136.0,1
-52089600.0,1
-55768064.0,1
-60467456.0,1
-65992192.0,1
-72392704.0,1
-79213312.0,1
-86762240.0,1
-94839808.0,1
-102856960.0,1
-110895872.0,1
-118724608.0,1
-126142720.0,1
-132611072.0,1
-137483776.0,1
-140507904.0,1
-141343744.0,1
-139704832.0,1
-134406144.0,1
-125949696.0,1
-113780736.0,1
-97967360.0,1
-77979648.0,1
-53665280.0,1
-26653440.0,1
3158528.0,1
33742592.0,1
66079232.0,1
99763712.0,1
135288832.0,1
171607040.0,1
